Date,Symbol,Open,High,Low,Close
2024-11-11 20:58:40,BTC,78540.4480822194,84872.2,78546.01,84636.39
2024-11-11 20:58:40,ETH,3106.6903568989865,3317.12,3073.5053713,3295.7410266
2024-03-14 09:28:13,USDT,1.0,1.0,1.0,1.0
2024-11-11 20:58:40,SOL,201.1169252067178,221.924,199.766067233,219.115150071
2024-11-11 20:58:40,BNB,618.2794686219656,641.323,612.26614795,635.45001612
2024-11-11 20:58:40,USDC,1.0,1.0,1.0,1.0
2024-11-11 20:58:40,XRP,0.5800272472147957,0.598576,0.5639603518,0.59245473
2024-11-11 20:58:40,DOGE,0.2425714652560379,0.328326,0.2482053916,0.321618282
2024-11-11 20:58:40,ADA,0.5704213434882471,0.623627,0.5444819312,0.5975329134
2024-11-11 20:58:40,TRX,0.1641774213405218,0.167147,0.1624969406,0.1667336883
