Date,Symbol,Open,High,Low,Close
2024-12-18 12:04:50,BTC,106640.07681674174,106799.0,103267.67,103883.45
2024-12-18 12:04:50,ETH,3934.717742402276,3950.27,3807.707408,3847.842988
2024-03-14 09:28:13,USDT,1.0,1.0,1.0,1.0
2024-12-18 12:04:50,SOL,225.92852389026282,226.704,213.728272336,216.212624485
2024-12-18 12:04:50,BNB,727.3304048893601,736.172,703.37347876,713.99095185
2024-12-18 12:04:50,USDC,1.0,1.0,1.0,1.0
2024-12-18 12:04:50,XRP,2.6076928284248746,2.62486,2.4702407232,2.51397949
2024-12-18 12:04:50,DOGE,0.3996366104728844,0.401083,0.3782358924,0.3854075995
2024-12-18 12:04:50,ADA,1.0714810903956422,1.08123,1.0137962034,1.026368486
2024-12-18 12:04:50,TRX,0.2854254084640751,0.28733,0.2697255954,0.2732134735
